X,Y,OBJECTID,GLOBALID,REQUESTID,REQUESTTYPE,REQUESTDATE,STATUS,STREETSEGID,COMMENTS,USERTYPE
-77.0343321671972,38.9408112526829,3424,{C1D17BB0-D62C-4D0E-8A25-563B3A2BDE5B},3424,Other Driving Issue,2015/07/20 02:19:01+00,Unassigned,10821,Taylor is a residential street with a lot of traffic through it from Arkansas and Piney branch making it a dangerous street to cross. It should be a one-way towards Arkansas to reduce the traffic through this residential street.,Pedestrian
-77.0869269681755,38.9133503171877,3425,{492D5D7D-7301-43E4-9AA4-D7FF66208C65},3425,Other Biking Issue,2015/07/18 14:01:46+00,Unassigned,8750,Lots of bike traffic on this section of Reservoir and lots of room for a bike lane.,Biker
-77.0887063677461,38.9164448130522,3426,{E3888C95-22D1-4140-8066-61C24AF7BDE0},3426,Other Driving Issue,2015/07/18 14:04:04+00,Unassigned,3583,The traffic light at Foxhall and Whitehaven should be timed differently during school traffic hours than it is during non school hours/days. It frequently stops traffic on Foxhall for no reason.,Car Driver
-77.0320729800588,38.9230116527327,3427,{C4DDDC59-C7FE-4D37-BA98-93D9907E149A},3427,Other Biking Issue,2015/07/18 15:04:28+00,Unassigned,7727,"Bike lane drops out on this section of 14th, causing cyclists to suddenly have to share the road with cars unexpectedly",Biker
-77.0326433838522,38.9288144155049,3428,{25982FA9-6A0F-452B-848F-94DA9D5EE4BF},3428,Other Walking Issue,2015/07/18 15:45:48+00,Unassigned,5540,Signals and walk signs don't seem to be syncing,Pedestrian
-77.0353977106129,38.9388586977963,3429,{29CD38BA-F110-450D-9DE7-50E7892E051F},3429,Other Walking Issue,2015/07/18 18:36:27+00,Unassigned,9688,There should be a sidewalk here. There are a lot of people who run and walk along this street. A sidewalk will make it feel safer for people walking and running.,Pedestrian
-77.0362895087188,38.936800130012,3430,{D5BBC510-B6B4-4C09-8822-42D3B5B0BFFF},3430,Poor visibility,2015/07/18 18:38:25+00,Unassigned,70,"This corner has high bushes, making it difficult for cars going north on 16th st that are turning right on to Spring or Ogden. This is a dangerous street to cross for pedestrians for that reason. A cross walk across 16th would also be useful here.",Pedestrian
-77.0129530244381,38.9124597584669,3431,{C9924527-B8E1-4436-9090-B322E17FB7CA},3431,Speeding,2015/07/18 19:03:46+00,Unassigned,2059,"There is far too much speeding at this location, particularly given its proximity to a playground.  A speed camera or other enforcement would be very helpful.",Pedestrian
-76.9807665489049,38.8881855799886,3432,{83DE49D4-9C28-4266-82DC-922C61274948},3432,Failure to stop for pedestrians,2015/07/19 16:28:41+00,Unassigned,11465,"I've lived at this corner for 2+ years and NOBODY stops or pedestrians, including MPD. There needs to be a stop sign or traffic light at this intersection. Lots of auto accidents",Pedestrian
-76.9807660834507,38.8887749026544,3433,{F42471BA-E18B-4272-BD71-52839FE78B35},3433,Speeding,2015/07/19 16:30:34+00,Unassigned,5431,Speeding by cars and WMATA buses to catch the green light at 17th and Independence. Couple that with the failure of all cars to yield to pedestrians in the crosswalk and residents are in hgh danger of getting run over when trying to cross the street.,Pedestrian
-77.0412963887934,38.9323764747403,3434,{DD9CC5BE-4B56-4264-8B57-E01892CF403E},3434,Failure to stop for pedestrians,2015/07/19 18:44:01+00,Unassigned,8038,Car turning right on red light from Park Road would not yield to pedestrian walking across 18th with the walk signal.,Pedestrian
-76.9929634702029,38.9041439789299,3435,{632FE1E8-9409-4DC8-8F84-A056BC4AB00C},3435,Failure to stop for pedestrians,2015/07/19 23:06:30+00,Unassigned,8250,Cars turning left from Florida onto West Virginia often do not yield to pedestrians who have the right of way in the cross walk.  Also cars turning right from Florida onto W. V. do not look for pedestrians in the cross walk.  Very dangerous,Pedestrian
-77.0507289752868,38.9110694503598,3436,{60D15AE3-9420-4862-B2BF-A4729485E8FF},3436,Other Walking Issue,2015/07/20 00:36:16+00,Unassigned,9836,"The button (westbound) for peds to activate the lights is broken. Not sure if this intersection really needs that feature, but if it is there it should be functional.",Pedestrian
-77.0348325050976,38.9408490457769,3437,{54CF4069-ACF6-41C6-9F9C-CD92B4F9D9B7},3437,Speeding,2015/07/20 02:16:30+00,Unassigned,3076,No cross walk here very dangerous pedestrian corner with poor pedestrian access to piney branch park.,Pedestrian
-77.0321321823541,38.923625277991,3438,{5B904E47-A0BB-4BDE-A690-B02858FF7A79},3438,Other Biking Issue,2015/07/20 09:43:48+00,Unassigned,7727,"Bike lane missing between Florida and Columbia Rd, causing unexpected mixing and an abrupt change of traffic pattern.",Biker
-76.9928881626991,38.9038991255131,3441,{44E755D5-8E75-4F06-9F1A-00BA77B8080E},3441,Red light running,2015/07/19 23:09:01+00,Unassigned,8042,Cars on Florida Ave often run the red light at this intersection.  I have been in the cross walk with my 17 seconds to cross and have been nearly hit by cars going in either direction as they run the red light.,Pedestrian
-77.0547510344522,38.9037443084942,3442,{18D0BA08-9A59-4599-9EBD-4C129838608C},3442,Other Driving Issue,2015/07/20 00:16:58+00,Unassigned,511,"There are three lanes northbound at this intersection. Only leftmost lane is supposed to turn left onto Pennsylvania, but cars in middle lane often make the left turn, too.
Need better placement of signs so visible to drivers while waiting at light.",Car Driver
-77.0020442298793,38.8784117032728,3443,{DBCBDDC0-13EA-4016-8AC0-FC9C4B58569C},3443,Other Driving Issue,2015/07/20 00:37:56+00,Unassigned,6160,"3rd St SE from M St to Virginia Ave needs to be changed to one way northbound to improve safety and traffic flow, and to reduce sideswipe damages to parked vehicles. Lanes should be configured and painted as on 4th Street SE -- oneway southbound.",Car Driver
-77.0323521493685,38.9258636380066,3444,{FFD606D8-013C-426A-A576-2E5BB24AADA3},3444,Other Biking Issue,2015/07/20 01:38:51+00,Unassigned,3720,"The gap in the bike lane on 14th St, NW from Columbia Rd to Florida Rd is a serious hazard to bikers.  MANY bikers take this road (it's what 16th St is for cars and buses = a major route into the city).  Very dangerous. Needs URGENT attention.",Biker
-77.0270409595215,38.9244199334866,3445,{BA04BD35-E32D-4965-8DA2-CD5CC8004C98},3445,Stop sign running,2015/07/20 02:30:30+00,Unassigned,4730,"Intersection is not well marked.  Stop signs are not particularly visible, particularly northbound on 11th, probably because of a big tree and the fact that the sign is far from the corner.  I think the stop sign for 11th street traffic is not needed",Biker
-77.0270385199005,38.9228674155543,3446,{AE8D75E6-C9E1-49DD-85B4-9633D94050F9},3446,Other Biking Issue,2015/07/20 02:32:07+00,Unassigned,10571,Bus drivers need better training to look for bikes before moving right for bus stop.,Biker
-77.028496080158,38.9337621060248,3447,{5ABEA653-E029-4067-BBCA-E2EF9D01D2BE},3447,Other Biking Issue,2015/07/20 02:34:18+00,Unassigned,2598,"North-bound bike lane would be helpful here, allowing bikes to avoid the more dangerous stretch of 13th st to get btwn Monroe and Spring.",Biker
-77.0329083148609,38.8891750150607,3457,{13C1C102-55F6-41FF-B1E6-FE2A40B7202F},3457,Double parking,2015/07/20 12:30:32+00,Unassigned,2874,Taxis often park illegally to drop off tourists who wish to visit the Washington Monument. There is often short notice due to the curve in the road.,Biker
-76.9928472322317,38.8772264226456,3458,{32EC3A73-3602-4080-8D76-008543CD6AD2},3458,Accessibility Issue,2015/07/20 13:03:47+00,Unassigned,8847,the curb cut to the Virginia Ave Park was removed more than 2 years ago and needs to be replaced,Pedestrian
-77.0005790219213,38.8942065097502,3459,{AD2B9FAD-2D18-46E6-B0CE-1F99E9306407},3459,Other Biking Issue,2015/07/20 13:19:21+00,Unassigned,5663,"Timing of lights at P.M. rush hour make it tough for a cyclist to get from this intersection and around park. Cars are trying to make the lights, too, and this makes it dangerous for cyclists (no bike lines around this park).",Biker
-77.0118850319142,38.9515191631465,3460,{80CF88AC-05AD-4736-B82A-762D39880755},3460,Other Biking Issue,2015/07/20 14:45:07+00,Unassigned,876,"Need contraflow bike lane, so bikes exiting the Gallatin St bike lane do not need to turn onto NH Ave, or ride up the sidewalk where many people hang out.  There is plenty of room for a lane, and it will visually shrink the road to prevent speeding.",Biker
-77.0225787598091,38.9041731053523,3461,{09C2D054-AB33-44AB-8708-02910CF7790F},3461,Other Biking Issue,2015/07/20 15:17:45+00,Unassigned,7876,No bicycle infrastructure this block of L St. And yet it goes from 2 lanes to 4.  Why not take the extra lane and make it for bikes?  4 lanes is not needed.,Biker
-77.0448754333535,38.9126126482941,3462,{5BBE0F9B-E6F5-4741-BDB7-050AC28A9616},3462,Other Walking Issue,2015/07/20 15:43:49+00,Unassigned,1717,Intersection of Connecticut NB/20 St/R St needs to be redesigned for peds. indirect multi-stage crossing to continue along CT Av. Confusing signal pattern+NB drivers going too fast turning onto 20th St.,Pedestrian
-77.0088102223254,38.9505598568459,3463,{B9894785-95D5-4E30-B459-89C48A2803B4},3463,Poor visibility,2015/07/20 17:32:10+00,Unassigned,1837,,Pedestrian
-77.0075303722727,38.9455236775056,3464,{45FE5CCA-2F64-46CF-BD78-8C5613B9ED75},3464,Speeding,2015/07/20 17:35:41+00,Unassigned,10960,,Pedestrian
-77.0086769277513,38.9234523115814,3465,{E0D9FEA8-0E7E-45C7-B1AE-67E5AE9B9FAE},3465,Other Walking Issue,2015/07/20 18:19:02+00,Unassigned,3705,Would be great if there were some way to encourage the cemetery to create pedestrian connections here.,Pedestrian
-77.0580071461932,38.8831343975566,3466,{892A3BCB-933E-4187-8405-E8A5F2EF536F},3466,Failure to stop for pedestrians,2015/07/20 18:37:42+00,Unassigned,1228,"Drivers stopped more often when the traffic sign was up - would appreciate similar, permanent signage!",Biker
-77.0081523932838,38.8964676412913,3467,{3CCC75B5-3417-4426-B454-2EEB29889BF5},3467,Other Biking Issue,2015/07/20 19:00:25+00,Unassigned,1972,"The Circulator buses pile up here and do not move, making it impossible for cyclists to use the right lane, since the bike lane on the rest of E does not otherwise connect with the lane around Columbus Circle.",Biker
-77.0240356507272,38.9563355485407,3468,{A89C2B33-ABD1-414F-87B9-30E54866BC55},3468,Failure to stop for pedestrians,2015/07/21 01:40:13+00,Unassigned,12594,"I regularly see cars not stop for pedestrians at this intersection, encouraging people to cross unsafely. It would be much safer and easier for all to cross as a 4-way stop.",Car Driver
-76.9868197732183,38.9013202368238,3469,{EC5A50F0-4E80-44D0-93B6-C1F08B5B72CD},3469,Long wait to cross,2015/07/21 12:37:50+00,Unassigned,3167,The wait to cross Florida can be over 2minutes and when it comes up it only gives you 7 seconds. AND cars seldom stop and frequently block crosswalk in heavy traffic.,Pedestrian
-77.0724604853392,38.9487713352514,3470,{BD43C0E5-E7CE-480C-93DC-5F7CFE9C3AD1},3470,Failure to stop for pedestrians,2015/07/21 12:59:04+00,Unassigned,11614,Drivers rarely stop for pedestrians in Reno Road crosswalks despite many signs,Pedestrian
-77.0723495970068,38.9470971038038,3471,{A3B775CE-3E6C-49EF-B64F-68E136A0AB4C},3471,Failure to stop for pedestrians,2015/07/21 12:59:28+00,Unassigned,12254,Drivers rarely stop for pedestrians in Reno Road crosswalks despite many signs,Pedestrian
-77.0703119370153,38.944784749091,3472,{D3B4AF30-89CE-44F0-AC22-51482BC8896A},3472,Failure to stop for pedestrians,2015/07/21 12:59:57+00,Unassigned,11787,Drivers rarely stop for pedestrians in Reno Road crosswalks despite many signs,Pedestrian
-76.9915765922936,38.877996304437,3473,{2C5EFB5D-B157-41CF-8026-FD18ED24F5F5},3473,Red light running,2015/07/20 13:08:46+00,Unassigned,14746,"cars traveling west on the Southeast Boulevard race across the intersection at 11th to beat the light. Cars get their first clear view of the light as top a small rise about 200 feet from it, and then gun it. SCARY.",Pedestrian
-76.9915295788849,38.883199642334,3474,{0AD75C51-AFF5-4780-8966-799D314304BE},3474,Other Biking Issue,2015/07/20 13:14:55+00,Unassigned,9797,"Intersection at 11th and Penn has a short light and many cars making an acute right turn. At peak times, bikers have to go fast enough to get across, but slow enough to stop for turning cars that can't see them. Dangerous.",Biker
-77.0481796645619,38.9112952200225,3475,{9FDEDE14-1DAC-45B1-993B-8FCCCFE131FD},3475,Other Walking Issue,2015/07/20 13:48:51+00,Unassigned,10015,The pedestrian signal for southbound (westbound?) peds crossing Mass Ave is blocked by a sign. Move the sign back a couple of feet.,Pedestrian
-77.0216768264985,38.8973455767247,3476,{4D9E8D6A-9B74-41A2-9C8B-EE3B78CA4481},3476,Jaywalking,2015/07/20 14:49:54+00,Unassigned,3935,"There is a light here but peds will start to cross when there is a blinking red hand. That leaves no time for cars to turn, either right from 7th heading north, or left from 7th heading south. The drivers grow impatient and try to slip between peds.",Biker
-77.0189340322003,38.9041344044572,3477,{F89580CF-10CD-4499-98EE-FE16A53C983F},3477,Not enough time to cross,2015/07/20 15:21:21+00,Unassigned,10596,"To go north-south, pedestrians have to cross L st to one island, and then another island after NY ave, and then finally get to the other side of L St.  They are given 17 seconds, necessitating a wait at an island next to speeding cars.  Hell.",Pedestrian
-77.0301004014371,38.9000680819662,3478,{DA988B5C-B841-420D-850B-EA5CC6FA8210},3478,Not enough time to cross,2015/07/20 16:37:30+00,Unassigned,11708,"can't cross NY Ave from north sidewalk of H street without getting stuck on island in-between inbound and outbound lanes, second ped signal from island is very hard to see - easy to step into NY ave without realizing inbound traffic still moving.",Pedestrian
-77.0075254498665,38.9452488197556,3479,{33194DEF-52D0-4A3A-84AF-6C7C84171B0C},3479,Blocking the crosswalk,2015/07/20 17:34:55+00,Unassigned,460,,Pedestrian
-77.0075255299086,38.9452530527433,3480,{C3489A7C-C82C-48CB-966F-3148176BDC26},3480,Poor visibility,2015/07/20 17:35:15+00,Unassigned,460,,Pedestrian
-77.0081285358386,38.946757201073,3481,{D407AF80-1F2E-4A33-9C61-0C30AA852FE0},3481,Other Walking Issue,2015/07/20 17:36:45+00,Unassigned,4431,Sidewalks too narrow and in abysmal condition.,Pedestrian
-77.0070126563811,38.9420526005242,3482,{5AC6B31A-4F2E-4A99-A46C-8CE9683F153C},3482,Failure to stop for pedestrians,2015/07/20 17:38:25+00,Unassigned,989,,Pedestrian
-77.0520689849054,38.8899104803697,3483,{C5EE07A9-F773-4C83-8D01-1F413A5E05AB},3483,Poor visibility,2015/07/20 18:24:29+00,Unassigned,11439,Difficult to see around stone wall north of the street. Have almost collided with cyclists/pedestrians coming around the wall on several occasions.,Biker
-77.0005786678234,38.8827104339219,3484,{FDAA81D3-6E4D-4FE3-B4C5-8B77C1447755},3484,Other Driving Issue,2015/07/20 18:49:43+00,Unassigned,769,"Drivers coming south on 4th are used to people running the stop sign on S Carolina, so they often stop even though they have the right of way, risking being rear ended.  It would be better if this were a four way stop.",Biker
-77.0307715355657,38.8955117592736,3485,{3E0F49D4-6A2A-4292-9E5A-3C462DA97E58},3485,Blocking the bikebox,2015/07/20 19:04:02+00,Unassigned,6425,Cars turning left cut the turn too sharply and drive over the bike lane.,Biker
-77.0212575561186,38.9328793933645,3486,{B64E5F8C-F52C-415D-9FA7-6B86ACCF197C},3486,Poor visibility,2015/07/21 02:09:32+00,Unassigned,7173,"There is no visibility as you come around the curve, and cars coming from GA towards Warder speed and move into the oncoming lane. I've seen near head-on collisions with both cars and bikes. Need speed bumps, lane markers or conversion to one-way.",Car Driver
-77.0238034647028,38.9330247650377,3487,{7D5FBB6B-0F55-4B68-BF23-EC1DE7C6FCEB},3487,Accessibility Issue,2015/07/21 02:13:25+00,Unassigned,11246,"The curb cut is in a different location from the crosswalk, so anyone with a stroller or a wheelchair (or a bike for that matter) has to wheel into the street above the crosswalk.",Pedestrian
-76.996008512327,38.893584946611,3488,{176FCEA7-4A4D-43C4-8A67-81E5FB8FE20C},3488,Failure to stop for pedestrians,2015/07/21 12:54:01+00,Unassigned,7833,This intersection is atrocious - high speeds westbound on C street lead to T-bone auto accidents and repeated failure to yield to crossing pedestrians.  This should be much better marked and/or be a 4-way stop (or some other calming PLEASE!)  Thanks!,Pedestrian
-77.0073268526916,38.9462300146307,3489,{D29E0E58-2AAE-4E9A-8C73-3E4598CE82D3},3489,Long wait to cross,2015/07/20 17:36:17+00,Unassigned,10140,,Pedestrian
-77.0278176847862,38.8949504445523,3490,{994B6242-D953-4986-8C8F-9E045D8F121D},3490,Speeding,2015/07/20 18:15:36+00,Unassigned,10736,This is the worst stretch of Pennsylvania for cars speeding. This is the section that they get to maximum speed.,Biker
