walkscore,bikescore,transitscore,near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,agency_id,incident_id,scrape_datetime,call_received_datetime,call_closed_datetime,fulldisplayaddress,longitude,latitude,incident_type,unit,unit_status_transport,transport_unit_is_amr,transport_unit_is_non_amr,unit_json,num_units_responding,geography,unit_ids,agency_incident_id,crash_objectid,crash_geo,crash_total_injuries,crash_total_major_injuries,crash_total_minor_injuries,crash_total_fatalities,crash_bike_injuries,crash_car_injuries,crash_ped_injuries,injuries_mismatch,distance_to_crash,time_between_crash_and_report,crash_intersection_id,crash_block_objectid,crash_time_rank,distance_to_nearest_block,aadt,totaltravellanes,totalcrosssectionwidth,totalparkinglanes,doubleyellow_line,summarydirection,num_sides_w_sidewalks,sidewalk_width,speed_limit,dcfunctionalclass,nhstype,routename,block_objectid,dcfunctionalclass_desc,distance_to_nearest_intersection,intersectionid,intersection_type,int_road_types,int_road_block_ids,street_names,national_park
72.00,99.00,77.00,[None],,,,,,6A,Cluster 26,"Capitol Hill, Lincoln Park",6A08,Ward 6,008002,CAPITOL HILL,EMS1205,905270083,2021-03-13 21:30:02+00:00,2021-03-13 15:46:47+00:00,2021-03-13 16:56:28+00:00,"15TH ST NE & CONSTITUTION AVE NE, WASHINGTON, DC",-76.9836440000,38.8920090000,TC,"[{'UnitID': 'E10', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'M07', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'E10', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'M07', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E610000006BAF605F43E53C06C5ED5592D724340,"['""E10""', '""M07""']",EMS1205905270083,197383014,0101000020E610000002AAA052F43E53C0B55BFC252B724340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,7.62850541,0 days 01:51:02.000000000,17510,,1,0.22133301,2832.0,1,31,2,,OB,2,6,20.0,17.0,,15TH ST NE,134477,Collector,0.90719203,17510,REGULAR,"['Collector', 'Local']","['130894', '131121', '133063', '134477']","['15TH STREET NE', 'CONSTITUTION AVENUE NE']",0
73.00,32.00,67.00,['Turner Elementary School'],1.0,0.0,0.0,1.0,0.0,8E,Cluster 38,"Douglas, Shipley Terrace",8E03,Ward 8,007403,FAR SOUTHEAST AND SOUTHWEST,EMS1205,904858369,2021-03-13 05:20:01+00:00,2021-03-13 00:34:26+00:00,2021-03-13 00:48:36+00:00,"STANTON TER SE & ALABAMA AVE SE, WASHINGTON, DC",-76.9790230000,38.8475470000,TC,"[{'UnitID': 'E32', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'M25', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'E32', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'M25', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E610000009C21550A83E53C055698B6B7C6C4340,"['""E32""', '""M25""']",EMS1205904858369,197138426,0101000020E61000007376C1F5A83E53C0DFA63222736C4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31.6474773,0 days 01:22:36.000000000,,136913,1,0.83172039,17826.0,3,44,0,Yes,BD,2,10,25.0,16.0,,ALABAMA AVE SE,135504,Minor Arterial,0.93869763,19907,REGULAR,"['Local', 'Minor Arterial']","['135504', '136359', '136745']","['ALABAMA AVENUE SE', 'STANTON TERRACE SE']",0
73.00,34.00,68.00,[None],,,,,,8B,Cluster 38,"Douglas, Shipley Terrace",8B07,Ward 8,007409,FAR SOUTHEAST AND SOUTHWEST,EMS1205,864367530,2021-01-14 16:50:01+00:00,2021-01-14 06:53:45+00:00,2021-01-14 07:18:27+00:00,"1810 SAVANNAH ST SE, WASHINGTON, DC",-76.9784640000,38.8461050000,TC,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E32', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E32', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E61000000E1478279F3E53C0B5FD2B2B4D6C4340,"['""A19""', '""E32""']",EMS1205864367530,197357111,0101000020E6100000F3AD05E09B3E53C0FE072E6F4F6C4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.99478878,0 days 00:53:29.000000000,,135286,1,0.11878,,2,34,2,,BD,2,4,20.0,19.0,,18TH ST SE,136213,Local,0.8456226,16323,REGULAR,['Local'],"['135286', '136213', '136760', '136913']","['18TH STREET SE', 'SAVANNAH STREET SE']",0
73.00,34.00,68.00,[None],,,,,,8B,Cluster 38,"Douglas, Shipley Terrace",8B07,Ward 8,007409,FAR SOUTHEAST AND SOUTHWEST,EMS1205,883427449,2021-02-11 17:00:01+00:00,2021-02-11 05:19:24+00:00,2021-02-11 05:30:08+00:00,"19TH ST SE & SAVANNAH ST SE, WASHINGTON, DC",-76.9770530000,38.8464730000,TC,"[{'UnitID': 'A32', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E32', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A32', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E32', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E61000005B5D4E09883E53C038F92D3A596C4340,"['""A32""', '""E32""']",EMS1205883427449,,,,,,,,,,1,,,,,1,0.09487586,,2,34,2,,BD,2,5,20.0,19.0,,19TH ST SE,135469,Local,0.83035997,16440,REGULAR,['Local'],"['124749', '135286', '135469', '136537']","['19TH STREET SE', 'SAVANNAH STREET SE', 'SAVANNAH TERRACE SE']",0
73.00,36.00,67.00,[None],,,,,,8B,Cluster 38,"Douglas, Shipley Terrace",8B07,Ward 8,007409,FAR SOUTHEAST AND SOUTHWEST,EMS1205,878385219,2021-02-04 05:30:02+00:00,2021-02-03 23:32:01+00:00,2021-02-04 03:53:22+00:00,"SAVANNAH ST SE & STANTON RD SE, WASHINGTON, DC",-76.9796430000,38.8457320000,TC,"[{'UnitID': 'A15', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E32', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'A15', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E32', 'PulsePointDispatchStatus': 'OS'}]",2,0101000020E610000057B08D78B23E53C0209738F2406C4340,"['""A15""', '""E32""']",EMS1205878385219,197363676,0101000020E610000022AE7C82B23E53C059CCFC34416C4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.90717557,0 days 00:52:11.000000000,16922,136760,1,0.32464703,12638.0,2,33,2,Yes,BD,2,4,20.0,17.0,,STANTON RD SE,137481,Collector,0.90561099,16922,REGULAR,"['Collector', 'Local']","['124652', '136760', '136864', '137481']","['SAVANNAH STREET SE', 'STANTON ROAD SE']",0
73.00,36.00,67.00,[None],,,,,,8B,Cluster 38,"Douglas, Shipley Terrace",8B07,Ward 8,007409,FAR SOUTHEAST AND SOUTHWEST,EMS1205,892897712,2021-02-24 17:50:02+00:00,2021-02-24 12:10:30+00:00,2021-02-24 13:45:08+00:00,"STANTON RD SE & SAVANNAH ST SE, WASHINGTON, DC",-76.9796430000,38.8457320000,TC,"[{'UnitID': 'E32', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M25', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'E32', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M25', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E610000057B08D78B23E53C0209738F2406C4340,"['""E32""', '""M25""']",EMS1205892897712,197370205,0101000020E61000009B7FAF54B93E53C0DCCB00E13C6C4340,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,38.87275653,0 days 00:47:56.000000000,,136864,1,0.32464703,12638.0,2,33,2,Yes,BD,2,4,20.0,17.0,,STANTON RD SE,137481,Collector,0.90561099,16922,REGULAR,"['Collector', 'Local']","['124652', '136760', '136864', '137481']","['SAVANNAH STREET SE', 'STANTON ROAD SE']",0
73.00,48.00,71.00,[None],,,,,,7E,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",7E04,Ward 7,009906,FAR NORTHEAST AND SOUTHEAST,EMS1205,904111248,2021-03-12 06:10:01+00:00,2021-03-12 00:28:01+00:00,2021-03-12 03:32:32+00:00,"BENNING RD SE, WASHINGTON, DC",-76.9367240000,38.8892360000,TC,"[{'UnitID': 'A30', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E30', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'A30', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E30', 'PulsePointDispatchStatus': 'OS'}]",2,0101000020E610000036583849F33B53C08236397CD2714340,"['""A30""', '""E30""']",EMS1205904111248,197139321,0101000020E6100000096C3200FE3B53C0D226775AE4714340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,82.96890984,0 days 00:49:10.000000000,,136518,1,48.29634749,16895.0,4,41,0,Yes,BD,2,6,25.0,16.0,,BENNING RD SE,124478,Minor Arterial,,,,,,,0
73.00,55.00,69.00,['Ketcham Elementary School'],1.0,0.0,0.0,1.0,0.0,8A,Cluster 28,Historic Anacostia,8A05,Ward 8,007503,FAR SOUTHEAST AND SOUTHWEST,EMS1205,847971462,2020-12-22 19:10:02+00:00,2020-12-22 13:30:26+00:00,2020-12-22 13:41:59+00:00,"1421 GOOD HOPE RD SE, WASHINGTON, DC",-76.9844510000,38.8664830000,TC,"[{'UnitID': 'A32', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-22T13:41:59Z'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-22T13:41:01Z'}]",0,0,0,"[{'UnitID': 'A32', 'UnitClearedDateTime': '2020-12-22T13:41:59Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E19', 'UnitClearedDateTime': '2020-12-22T13:41:01Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E6100000EE60C43E013F53C01EC539EAE86E4340,"['""A32""', '""E19""']",EMS1205847971462,,,,,,,,,,1,,,,,1,18.89495909,13857.0,4,37,0,Yes,BD,2,9,25.0,16.0,,GOOD HOPE RD SE,134921,Minor Arterial,19.2164359,13539,REGULAR,['Minor Arterial'],"['134921', '135422', '136623']","['GOOD HOPE ROAD SE', 'MINNESOTA AVENUE SE']",0
73.00,55.00,69.00,['Ketcham Elementary School'],1.0,0.0,0.0,1.0,0.0,8A,Cluster 28,Historic Anacostia,8A05,Ward 8,007503,FAR SOUTHEAST AND SOUTHWEST,EMS1205,852902218,2020-12-29 19:30:00+00:00,2020-12-29 14:36:01+00:00,2020-12-29 16:04:11+00:00,"1500- GOOD HOPE RD SE, WASHINGTON, DC",-76.9834050000,38.8664600000,TC,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-29T15:22:55Z'}, {'UnitID': 'AMR209', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-29T16:04:11Z'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-29T14:45:05Z'}, {'UnitID': 'M08', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-29T14:43:44Z'}]",1,1,0,"[{'UnitID': 'A19', 'UnitClearedDateTime': '2020-12-29T15:22:55Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'AMR209', 'UnitClearedDateTime': '2020-12-29T16:04:11Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E19', 'UnitClearedDateTime': '2020-12-29T14:45:05Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'M08', 'UnitClearedDateTime': '2020-12-29T14:43:44Z', 'PulsePointDispatchStatus': 'AR'}]",4,0101000020E6100000446E861BF03E53C065A54929E86E4340,"['""A19""', '""AMR209""', '""E19""', '""M08""']",EMS1205852902218,197352971,0101000020E6100000D719EDBEE73E53C016F74263E56E4340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,45.27922507,0 days 01:55:20.000000000,,123848,1,0.82650628,13857.0,2,36,2,Yes,BD,2,6,25.0,16.0,,GOOD HOPE RD SE,136623,Minor Arterial,19.15214985,19047,REGULAR,"['Local', 'Minor Arterial']","['123848', '135492', '136623']","['15TH STREET SE', 'GOOD HOPE ROAD SE']",0
73.00,55.00,69.00,['Ketcham Elementary School'],1.0,0.0,0.0,1.0,0.0,8A,Cluster 28,Historic Anacostia,8A05,Ward 8,007503,FAR SOUTHEAST AND SOUTHWEST,EMS1205,864500915,2021-01-14 20:30:02+00:00,2021-01-14 15:06:00+00:00,2021-01-14 18:01:33+00:00,"1421 GOOD HOPE RD SE, WASHINGTON, DC",-76.9844510000,38.8664830000,TC,"[{'UnitID': 'A15', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E15', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'A15', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E15', 'PulsePointDispatchStatus': 'OS'}]",2,0101000020E6100000EE60C43E013F53C01EC539EAE86E4340,"['""A15""', '""E15""']",EMS1205864500915,197357124,0101000020E610000014F6E74B073F53C059B197DAF06E4340,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0,41.84381076,0 days 02:03:50.000000000,,134921,2,18.89495909,13857.0,4,37,0,Yes,BD,2,9,25.0,16.0,,GOOD HOPE RD SE,134921,Minor Arterial,19.2164359,13539,REGULAR,['Minor Arterial'],"['134921', '135422', '136623']","['GOOD HOPE ROAD SE', 'MINNESOTA AVENUE SE']",0
73.00,55.00,69.00,['Ketcham Elementary School'],1.0,0.0,0.0,1.0,0.0,8A,Cluster 28,Historic Anacostia,8A05,Ward 8,007503,FAR SOUTHEAST AND SOUTHWEST,EMS1205,902884651,2021-03-10 17:40:02+00:00,2021-03-10 09:52:15+00:00,2021-03-10 10:17:28+00:00,"14TH ST SE & GOOD HOPE RD SE, WASHINGTON, DC",-76.9851280000,38.8667750000,TC,"[{'UnitID': 'E15', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M08', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'E15', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M08', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E6100000EE974F560C3F53C0C5FEB27BF26E4340,"['""E15""', '""M08""']",EMS1205902884651,,,,,,,,,,1,,,,,1,0.35142551,3371.0,2,32,2,,BD,2,10,25.0,17.0,,14TH ST SE,135315,Collector,0.89864823,13538,REGULAR,"['Collector', 'Local', 'Minor Arterial']","['134921', '135315', '136245', '136621']","['14TH STREET SE', 'GOOD HOPE ROAD SE']",0
73.00,58.00,55.00,[None],,,,,,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C02,Ward 5,011100,UPPER NORTHEAST,EMS1205,887903190,2021-02-17 16:50:01+00:00,2021-02-17 07:54:17+00:00,2021-02-17 08:42:17+00:00,"2601 FRANKLIN ST NE, WASHINGTON, DC",-76.9701430000,38.9255790000,TCE,"[{'UnitID': 'A26', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC1', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-17T08:07:52Z'}, {'UnitID': 'E26', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'EMS1', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M17', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'R1', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'T15', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'A26', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC1', 'UnitClearedDateTime': '2021-02-17T08:07:52Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E26', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'EMS1', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M17', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'R1', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'T15', 'PulsePointDispatchStatus': 'OS'}]",7,0101000020E61000005F5CAAD2163E53C0A46E675F79764340,"['""A26""', '""BC1""', '""E26""', '""EMS1""', '""M17""', '""R1""', '""T15""']",EMS1205887903190,197369545,0101000020E610000057AACB1B123E53C09F62898D79764340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,24.95945649,0 days 01:37:28.000000000,,134253,1,0.16258034,,2,32,2,,BD,1,7,25.0,19.0,,26TH ST NE,133585,Local,0.85492052,16493,REGULAR,"['Collector', 'Local']","['131106', '132148', '133585', '134253']","['26TH STREET NE', 'FRANKLIN STREET NE']",0
73.00,61.00,67.00,['Ketcham Elementary School'],1.0,0.0,0.0,1.0,0.0,8A,Cluster 28,Historic Anacostia,8A05,Ward 8,007504,FAR SOUTHEAST AND SOUTHWEST,EMS1205,894372280,2021-02-26 21:10:01+00:00,2021-02-26 15:31:56+00:00,2021-02-26 17:38:54+00:00,"15TH ST SE & GOOD HOPE RD SE, WASHINGTON, DC",-76.9831860000,38.8664200000,TC,"[{'UnitID': 'AMR225', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-26T15:35:51Z'}, {'UnitID': 'AMR281', 'PulsePointDispatchStatus': 'OS', 'UnitClearedDateTime': '2021-02-26T15:35:15Z'}, {'UnitID': 'E15', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'AMR225', 'UnitClearedDateTime': '2021-02-26T15:35:51Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'AMR281', 'UnitClearedDateTime': '2021-02-26T15:35:15Z', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E15', 'PulsePointDispatchStatus': 'OS'}]",3,0101000020E6100000A5F8F884EC3E53C0D74CBED9E66E4340,"['""AMR225""', '""AMR281""', '""E15""']",EMS1205894372280,,,,,,,,,,1,,,,,1,0.38255773,,2,32,2,,BD,2,6,20.0,19.0,,15TH ST SE,135492,Local,0.91520643,19047,REGULAR,"['Local', 'Minor Arterial']","['123848', '135492', '136623']","['15TH STREET SE', 'GOOD HOPE ROAD SE']",0
73.00,65.00,77.00,"['Bridges PCS', 'Briya PCS [Gallatin Street/Fort Totten]']",1.0,0.0,0.0,0.0,1.0,5A,Cluster 19,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",5A07,Ward 5,009508,ROCK CREEK EAST,EMS1205,882196200,2021-02-09 18:30:02+00:00,2021-02-09 13:40:56+00:00,2021-02-09 13:51:11+00:00,"NORTH CAPITOL ST & HAMILTON ST NW, WASHINGTON, DC",-77.0090470000,38.9534520000,TC,"[{'UnitID': 'A14', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E14', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A14', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E14', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E61000001F48DE39944053C0242713B70A7A4340,"['""A14""', '""E14""']",EMS1205882196200,197365973,0101000020E6100000119E9852944053C04F9C58CB057A4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.67904346,0 days 00:49:06.000000000,,136524,1,0.21524241,35181.0,4,46,1,Yes,BD,2,6,30.0,14.0,NHS Non-Interstate,NORTH CAPITOL ST BN,136524,Principal Arterial,0.8970861,16906,REGULAR,"['Local', 'Principal Arterial']","['124053', '125166', '133398', '136524']","['HAMILTON STREET NE', 'HAMILTON STREET NW', 'NORTH CAPITOL STREET']",0
73.00,66.00,63.00,[None],,,,,,4B,Cluster 19,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",4B07,Ward 4,009505,ROCK CREEK EAST,EMS1205,868386892,2021-01-20 14:40:02+00:00,2021-01-20 04:12:10+00:00,2021-01-20 04:22:01+00:00,"12 UNDERWOOD ST NE, WASHINGTON, DC",-77.0082280000,38.9684090000,TC,"[{'UnitID': 'A22', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E22', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A22', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E22', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E610000056BABBCE864053C077137CD3F47B4340,"['""A22""', '""E22""']",EMS1205868386892,,,,,,,,,,1,,,,,1,20.52858028,,2,34,2,,BD,2,5,20.0,19.0,,UNDERWOOD ST NE,133191,Local,,,,,,,0
73.00,71.00,68.00,[None],,,,,,7D,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",7D02,Ward 7,009601,FAR NORTHEAST AND SOUTHEAST,EMS1205,865572024,2021-01-16 06:50:01+00:00,2021-01-16 00:34:29+00:00,2021-01-16 03:04:07+00:00,"NANNIE HELEN BURROUGHS AVE NE & KENILWORTH AVE NE, WASHINGTON, DC",-76.9436010000,38.9023340000,TC,"[{'UnitID': 'A30', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E30', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-16T00:49:53Z'}]",0,0,0,"[{'UnitID': 'A30', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E30', 'UnitClearedDateTime': '2021-01-16T00:49:53Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E610000044DE72F5633C53C0D10836AE7F734340,"['""A30""', '""E30""']",EMS1205865572024,197358108,0101000020E6100000B132A083683C53C0CA25A2C884734340,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0,29.67510717,0 days 08:20:35.000000000,-199,134121,1,0.65326588,21549.0,4,60,0,,BD,2,5,30.0,16.0,,NANNIE HELEN BURROUGHS AVE NE,130246,Minor Arterial,0.86224337,-588,RAMP,"['Local', 'Minor Arterial']","['130246', '131606', '134121']",['NANNIE HELEN BURROUGHS AVENUE NE'],0
73.00,71.00,68.00,[None],,,,,,7D,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",7D02,Ward 7,009601,FAR NORTHEAST AND SOUTHEAST,EMS1205,866462620,2021-01-17 16:00:01+00:00,2021-01-17 07:01:06+00:00,2021-01-17 07:24:17+00:00,"KENILWORTH AVE NE & NANNIE HELEN BURROUGHS AVE NE, WASHINGTON, DC",-76.9436010000,38.9023340000,TC,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC2', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-17T07:09:38Z'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E30', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'T17', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-17T07:09:10Z'}]",0,0,0,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC2', 'UnitClearedDateTime': '2021-01-17T07:09:38Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E30', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'T17', 'UnitClearedDateTime': '2021-01-17T07:09:10Z', 'PulsePointDispatchStatus': 'AR'}]",5,0101000020E610000044DE72F5633C53C0D10836AE7F734340,"['""A27""', '""BC2""', '""E27""', '""E30""', '""T17""']",EMS1205866462620,,,,,,,,,,1,,,,,1,0.65326588,21549.0,4,60,0,,BD,2,5,30.0,16.0,,NANNIE HELEN BURROUGHS AVE NE,130246,Minor Arterial,0.86224337,-588,RAMP,"['Local', 'Minor Arterial']","['130246', '131606', '134121']",['NANNIE HELEN BURROUGHS AVENUE NE'],0
73.00,71.00,68.00,[None],,,,,,7D,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",7D02,Ward 7,009601,FAR NORTHEAST AND SOUTHEAST,EMS1205,896083999,2021-03-01 05:20:02+00:00,2021-02-28 23:04:29+00:00,2021-02-28 23:40:09+00:00,"NANNIE HELEN BURROUGHS AVE NE & KENILWORTH AVE NE, WASHINGTON, DC",-76.9436010000,38.9023340000,TC,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC2', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-28T23:09:10Z'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E30', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-02-28T23:08:41Z'}, {'UnitID': 'T17', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC2', 'UnitClearedDateTime': '2021-02-28T23:09:10Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E27', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E30', 'UnitClearedDateTime': '2021-02-28T23:08:41Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'T17', 'PulsePointDispatchStatus': 'DP'}]",5,0101000020E610000044DE72F5633C53C0D10836AE7F734340,"['""A27""', '""BC2""', '""E27""', '""E30""', '""T17""']",EMS1205896083999,197373831,0101000020E6100000828679EB593C53C0DAA6669076734340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,61.47348675,0 days 00:32:47.000000000,,,1,0.65326588,21549.0,4,60,0,,BD,2,5,30.0,16.0,,NANNIE HELEN BURROUGHS AVE NE,130246,Minor Arterial,0.86224337,726,REGULAR,"['Local', 'Minor Arterial']","['130246', '131606', '134121']","['KENILWORTH AVENUE NE', 'NANNIE HELEN BURROUGHS AVENUE NE']",0
73.00,71.00,68.00,[None],,,,,,7D,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",7D02,Ward 7,009601,FAR NORTHEAST AND SOUTHEAST,EMS1205,917570985,2021-03-29 20:20:02+00:00,2021-03-29 14:18:08+00:00,2021-03-29 14:22:10+00:00,"KENILWORTH AVE NE & NANNIE HELEN BURROUGHS AVE NE, WASHINGTON, DC",-76.9436010000,38.9023340000,TC,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E10', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A27', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E10', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E610000044DE72F5633C53C0D10836AE7F734340,"['""A27""', '""E10""']",EMS1205917570985,,,,,,,,,,1,,,,,1,0.65326588,21549.0,4,60,0,,BD,2,5,30.0,16.0,,NANNIE HELEN BURROUGHS AVE NE,130246,Minor Arterial,0.86224337,726,REGULAR,"['Local', 'Minor Arterial']","['130246', '131606', '134121']","['KENILWORTH AVENUE NE', 'NANNIE HELEN BURROUGHS AVENUE NE']",0
