,OBJECTID_left,CRIMEID,CCN,REPORTDATE,ROUTEID,MEASURE,OFFSET,STREETSEGID,ROADWAYSEGID,FROMDATE,TODATE,MARID,ADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,WARD,EVENTID,MAR_ADDRESS,MAR_SCORE,MAJORINJURIES_BICYCLIST,MINORINJURIES_BICYCLIST,UNKNOWNINJURIES_BICYCLIST,FATAL_BICYCLIST,MAJORINJURIES_DRIVER,MINORINJURIES_DRIVER,UNKNOWNINJURIES_DRIVER,FATAL_DRIVER,MAJORINJURIES_PEDESTRIAN,MINORINJURIES_PEDESTRIAN,UNKNOWNINJURIES_PEDESTRIAN,FATAL_PEDESTRIAN,TOTAL_VEHICLES,TOTAL_BICYCLES,TOTAL_PEDESTRIANS,PEDESTRIANSIMPAIRED,BICYCLISTSIMPAIRED,DRIVERSIMPAIRED,TOTAL_TAXIS,TOTAL_GOVERNMENT,SPEEDING_INVOLVED,NEARESTINTROUTEID,NEARESTINTSTREETNAME,OFFINTERSECTION,INTAPPROACHDIRECTION,LOCATIONERROR,LASTUPDATEDATE,MPDLATITUDE,MPDLONGITUDE,MPDGEOX,MPDGEOY,BLOCKKEY,SUBBLOCKKEY,FATALPASSENGER,MAJORINJURIESPASSENGER,MINORINJURIESPASSENGER,UNKNOWNINJURIESPASSENGER,geometry,YEAR,index_right,OBJECTID_right,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SQMILES
134570,167468643,26633813,12082214,2012-06-13T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2012-06-13T04:00:00+00:00,1970-01-01T00:00:00+00:00,901723,ALABAMA AVE SE and  WHEELER RD SE,38.843688,-76.994226,400501.29,130654.23,Ward 8,{D5425BBD-0B59-4980-9B8B-2CDDF8A05DE9},ALABAMA AVENUE SE AND WHEELER ROAD SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134586,167468659,25192047,14185971,2014-12-02T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2014-12-02T05:00:00+00:00,1970-01-01T00:00:00+00:00,901179,10TH ST NE and  MICHIGAN AVE NE,38.935459,-76.993003,400606.65,140841.53,Ward 5,{9D05B5CE-6113-4125-91BF-06E6D644524F},10TH STREET NE AND MICHIGAN AVENUE NE,100.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134658,167468731,25323226,15120661,2015-08-05T05:00:00+00:00,Route not found,0.0,0.0,-9.0,34345.0,2015-08-05T04:00:00+00:00,1970-01-01T00:00:00+00:00,236720,919 18TH ST NW,38.902021,-77.041283,396419.054,137130.459,Ward 2,{E10D164A-1697-4E32-AB9A-A6B7C4F3C0AA},919 18TH STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134966,167469039,28135084,19144497,2019-08-16T01:58:00+00:00,13081512,1181.98,21.77,,,2019-08-15T04:00:00+00:00,1970-01-01T00:00:00+00:00,298230,890 SOUTHERN AVENUE SE,38.828778,-76.992256,400672.405,128999.083,Ward 8,{8675AFD9-E9EF-4757-9619-34579A88A342},890 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58016962,Driveway-58016962,37.66,Southwest,,1970-01-01T00:00:00+00:00,38.828654,-76.992104,400685.58,128985.41,dbd75adc2d2b48d2b27732309c332071,fc81a9bf51de93885b2b876fe40bc332,0,0,1,0,POINT Z (-76.99192923028866 38.82852291639232 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134999,167469072,24202978,12127651,2012-09-09T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2012-09-09T04:00:00+00:00,1970-01-01T00:00:00+00:00,235650,2201 CHAMPLAIN ST NW,38.919989,-77.040261,396508.591,139124.997,Ward 1,{1908AC4E-2B92-4DAC-BEA5-0C252253CD60},2201 CHAMPLAIN STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135008,167469081,24989423,13161023,2013-11-08T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2013-11-08T05:00:00+00:00,1970-01-01T00:00:00+00:00,79556,800 DIVISION AVE NE,38.899744,-76.925332,406476.992,136879.445,Ward 7,{E900F6FB-72F3-44C5-A8E5-47B55C2CCB9A},800 DIVISION AVENUE NE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135019,167469092,25027200,13180182,2013-12-17T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2013-12-17T05:00:00+00:00,1970-01-01T00:00:00+00:00,288169,434 37TH PL SE,38.88347,-76.949079,404418.111,135071.54,Ward 7,{D908F199-8391-4D8E-8F06-316354E9F9E5},434 37TH PLACE SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135028,167469101,24989460,13160844,2013-11-07T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2013-11-07T05:00:00+00:00,1970-01-01T00:00:00+00:00,903983,13TH ST NW and  M ST NW,38.905648,-77.02962,397430.809,137532.655,Ward 2,{9681320A-334B-4DFA-82EE-49387949C37A},M STREET NW AND 13TH STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135071,167469144,25251688,15047373,2015-04-04T05:00:00+00:00,Route not found,0.0,0.0,2078.0,575.0,2015-04-04T04:00:00+00:00,1970-01-01T00:00:00+00:00,902702,4TH ST NW and  W ST NW,38.91937,-77.017872,398450.12,139055.65,Ward 1,{CAB57411-036A-47FD-94CB-C177F47C9615},W STREET NW AND 4TH STREET NW,100.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135083,167469156,27779733,18142094,2018-08-26T19:50:09+00:00,13081512,1708.88,21.0,1306.0,18208.0,2018-08-25T04:00:00+00:00,1970-01-01T00:00:00+00:00,82898,954 SOUTHERN AVENUE SE,38.831907,-76.987584,401078.01,129346.54,Ward 8,{0289096B-115A-4E82-9441-53B9071309A2},954 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13092882,WHEELER RD SE,31.71,Southwest,,1970-01-01T00:00:00+00:00,38.832041,-76.987755,401063.2,129361.42,2c81b9b8ae3b3f97892d580f3ba245dc,52d3451eeaa3b977f2e170229feae197,0,0,0,0,POINT Z (-76.98758665428342 38.83191465532591 0),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135101,167469174,25251752,15047188,2015-04-04T05:00:00+00:00,Route not found,0.0,0.0,-9.0,22401.0,2015-04-04T04:00:00+00:00,1970-01-01T00:00:00+00:00,242339,2317 PENNSYLVANIA AVE NW,38.902879,-77.050908,395584.198,137226.115,Ward 2,{95BA8709-BB0D-4511-86A4-44F064578562},2317 PENNSYLVANIA AVENUE NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135159,167469232,28266547,19228955,2019-12-25T05:55:41+00:00,13081512,6331.76,1.57,,,2019-12-24T05:00:00+00:00,1970-01-01T00:00:00+00:00,27802,4020 SOUTHERN AVENUE SE,38.864307,-76.946036,404683.428,132944.447,Ward 7,{381BA51C-3287-4784-863F-A0C8E0E0714B},4020 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13015082,BELT RD SE,33.05,Southwest,,1970-01-01T00:00:00+00:00,38.864306,-76.946062,404665.65,132962.29,47d5b9003cd02ec701b53375606483d6,f5c320dee420f2ffe520d18f0f647a28,0,0,0,0,POINT Z (-76.94605148732364 38.86430375341259 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135186,167469259,28331811,20035983,2020-02-28T19:20:56+00:00,13081512,2258.85,11.46,,,2020-02-28T05:00:00+00:00,1970-01-01T00:00:00+00:00,277936,1310 SOUTHERN AVENUE SE,38.836435,-76.983895,401398.247,129849.221,Ward 8,{FC6AA5DF-064C-449B-8378-D2AAFBBD216D},1310 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58013302,Driveway-58013302,13.26,Northeast,,1970-01-01T00:00:00+00:00,38.835768,-76.982832,401383.19,129834.03,4ac94194751907218d3f370dea3eb944,44b68be8fe0b277ab8c9307ac9351b81,0,0,0,0,POINT Z (-76.98274022103824 38.83570328638892 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135190,167469263,28331839,20035594,2020-02-28T21:52:04+00:00,13081512,10052.72,14.55,,,2020-02-27T05:00:00+00:00,1970-01-01T00:00:00+00:00,298161,5900 SOUTHERN AVENUE SE,38.88871,-76.916375,407255.14,135655.309,Ward 7,{F0AB5A08-65C9-4968-B581-FA9221532905},5900 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12081512,SOUTHERN AVE NE,60.08,Southwest,,1970-01-01T00:00:00+00:00,38.889273,-76.913754,407268.19,135659.58,8fd3e5123921a7f290298d3a378c4aec,8fd3e5123921a7f290298d3a378c4aec,0,0,0,0,POINT Z (-76.91387548113778 38.88937298609938 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135229,167469302,24587554,13062034,2013-05-10T05:00:00+00:00,12051802A,1374.21,0.04,4412.0,4920.0,2013-05-10T04:00:00+00:00,1970-01-01T00:00:00+00:00,59058,100 KENILWORTH AVENUE N.E,38.912104,-76.933943,405729.068,138250.981,Ward 7,{75BF2E3D-3BB5-4214-9912-B39972F65994},1631 KENILWORTH AVENUE NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12031982,EASTERN AVE NE,0.03,Northeast,,1970-01-01T00:00:00+00:00,38.912104,-76.933943,,,4ead5e80f26ed1dde79fe717dbfc7ab5,1270459e5be59dee30305d44c4f78fce,0,1,0,0,POINT Z (-76.93394490302769 38.91211158773247 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135313,167469386,28135672,19144764,2019-08-16T13:27:35+00:00,13081512,3607.96,23.42,,,2019-08-16T04:00:00+00:00,1970-01-01T00:00:00+00:00,289134,2200 SOUTHERN AVENUE SE,38.844377,-76.97161,402464.575,130731.131,Ward 8,{D2E53065-FAF6-4365-A611-E3BAE4FD3475},2200 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13002202,22ND ST SE,28.77,Northeast,,1970-01-01T00:00:00+00:00,38.844527,-76.9718,402448.08,130747.7,1a045e6fa575135335384ea5615b3df1,1a045e6fa575135335384ea5615b3df1,0,0,1,0,POINT Z (-76.97161195461963 38.84438518663414 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135326,167469399,24989969,13161244,2013-11-08T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2013-11-08T05:00:00+00:00,1970-01-01T00:00:00+00:00,901592,19TH ST NE and  BENNING RD NE,38.898867,-76.976259,402059.412,136779.783,Null,{D6701164-44A4-45C3-9E1D-E088B1F238E2},19TH STREET NE AND BENNING ROAD NE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135338,167469411,25069493,14110714,2014-07-25T05:00:00+00:00,0,0.0,0.01,5501.0,5709.0,2014-07-25T04:00:00+00:00,1970-01-01T00:00:00+00:00,904837,EASTERN AVE NE and  PORTER CT NE,38.902968,-76.922284,406741.134,137237.652,Ward 7,{640D4751-9244-417F-8620-A1B3A6B592D3},EASTERN AVENUE NE AND PORTER COURT NE,100.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Not Available,0.0,East,,1970-01-01T00:00:00+00:00,,,,,25663e38177c1a0979aec51fcd40da4d,25663e38177c1a0979aec51fcd40da4d,0,0,0,0,POINT Z (-76.92228613151612 38.90297570336945 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135455,167469528,26631710,12070002,2012-05-22T05:00:00+00:00,13081512,8730.81,47.94,-9.0,33268.0,2012-05-22T04:00:00+00:00,1970-01-01T00:00:00+00:00,296175,5100 SOUTHERN AVE SE,38.879799,-76.926938,406346.63,134700.634,Ward 7,{59445999-3E09-436D-9C46-6D5C83D737D7},5100 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13005302,53RD ST SE,42.41,Southwest,,1970-01-01T00:00:00+00:00,38.879799,-76.926938,,,a4635940605d7d0753ad738971ad2b86,a4635940605d7d0753ad738971ad2b86,0,0,0,0,POINT Z (-76.92655052819357 38.87950073043245 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135588,167469661,25054574,14102983,2014-07-12T05:00:00+00:00,13081512,4631.09,22.92,10631.0,21611.0,2014-07-12T04:00:00+00:00,1970-01-01T00:00:00+00:00,43499,2912 SOUTHERN AVENUE SE,38.849977,-76.964803,403071.414,131336.698,Ward 8,{853EB4A8-CEDC-42FB-907B-9E23E40E2998},2912 SOUTHERN AVENUE SE,200.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13003002,30TH ST SE,137.06,Southwest,,1970-01-01T00:00:00+00:00,38.849977,-76.964803,,,9a7e66f54f092d097a649d1b4f844d79,45a13f265cd412a6387dfeda8e00ce91,0,0,0,0,POINT Z (-76.96461908141904 38.84983839308484 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135614,167469687,25232821,15027652,2015-02-26T05:00:00+00:00,11092692,1596.98,0.01,2591.0,3131.0,2015-02-26T05:00:00+00:00,1970-01-01T00:00:00+00:00,902664,JENIFER ST NW and  WESTERN AVE NW,38.959362,-77.087583,392409.0,143498.59,Ward 3,{7D83E490-B1B0-47B2-875E-F82397BB22E0},JENIFER STREET NW AND WESTERN AVENUE NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11049982,JENIFER ST NW,0.06,Northeast,,1970-01-01T00:00:00+00:00,,,,,bca2d5d96d6cd2bc3c7508d8a8d7f459,bca2d5d96d6cd2bc3c7508d8a8d7f459,0,0,0,0,POINT Z (-77.08758525059656 38.9593697432549 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135649,167469722,26805853,15208034,2015-12-31T01:35:56+00:00,13081512,9930.84,0.66,10178.0,21625.0,2015-12-30T05:00:00+00:00,1970-01-01T00:00:00+00:00,298187,5900 SOUTHERN AVENUE SE,38.88873,-76.914677,407401.931,135658.149,Ward 7,{57DAB27B-3CAB-429F-896F-82EC2341F506},5952 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13027522,DAVEY ST SE,37.38,Southwest,,1970-01-01T00:00:00+00:00,38.88873,-76.914677,407268.19,135659.58,b973579622628dcb16ac843319e5f0e3,5bfc4f02897dd344eb0cf13554c92b04,0,0,0,0,POINT Z (-76.91468461098974 38.8887419842177 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135661,167469734,24708774,13119002,2013-08-21T05:00:00+00:00,0,0.0,0.0,3998.0,3037.0,2013-08-21T04:00:00+00:00,1970-01-01T00:00:00+00:00,294843,WESTERN AVE NW & WISCONSIN AVE NW,38.960783,-77.085733,392569.565,143656.15,Ward 3,{E5B9E21B-676F-47B0-8B3E-FD885F58B0F1},,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0.0,Northeast,,1970-01-01T00:00:00+00:00,38.960783,-77.085733,,,d0b38d2a96a35a119484051fac35867a,d0b38d2a96a35a119484051fac35867a,0,0,0,0,POINT Z (-77.08573535030104 38.96079078951708 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135784,167469857,26806461,15208160,2015-12-31T07:40:15+00:00,0,0.0,9.05,6978.0,16580.0,2015-12-31T05:00:00+00:00,1970-01-01T00:00:00+00:00,27936,4000 PENNSYLVANIA AVENUE SE,38.863669,-76.946806,404614.585,132875.582,Ward 7,{5DB6326E-4F9D-4491-9DFD-998D1089ABC8},4018 PENNSYLVANIA AVENUE SE,200.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0.0,East,,1970-01-01T00:00:00+00:00,38.863669,-76.946806,404581.52,132935.41,af6144644e4b1c09e7b44ee22d08b27d,af6144644e4b1c09e7b44ee22d08b27d,0,0,0,0,POINT Z (-76.94675687902127 38.86374772628689 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135795,167469868,28266570,19228943,2019-12-25T06:52:21+00:00,13081512,4074.7,14.01,,,2019-12-24T05:00:00+00:00,1970-01-01T00:00:00+00:00,278176,2532 SOUTHERN AVENUE SE,38.847504,-76.968319,402750.118,131078.263,Ward 8,{FD454E55-3E2E-49D0-8F52-815606E383AB},2532 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58016772,Driveway-58016772,24.17,Northeast,,1970-01-01T00:00:00+00:00,38.847406,-76.967954,402774.29,131080.17,9a7e66f54f092d097a649d1b4f844d79,45a13f265cd412a6387dfeda8e00ce91,0,0,1,0,POINT Z (-76.96784205031585 38.8473246012375 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135800,167469873,28266578,19228954,2019-12-25T09:25:49+00:00,13081512,4074.7,9.56,,,2019-12-25T05:00:00+00:00,1970-01-01T00:00:00+00:00,278177,2536 SOUTHERN AVENUE SE,38.847489,-76.967619,402810.909,131076.598,Ward 8,{EB8B98A9-FA02-4B38-812B-BD8E47F7E134},2536 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58016772,Driveway-58016772,40.98,Northeast,,1970-01-01T00:00:00+00:00,38.847485,-76.96778,402793.61,131094.09,9a7e66f54f092d097a649d1b4f844d79,45a13f265cd412a6387dfeda8e00ce91,0,0,0,0,POINT Z (-76.96770484853089 38.84743151158662 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135811,167469884,23941218,12042343,2012-03-28T05:00:00+00:00,Route not found,0.0,0.0,1181.0,526.0,2012-03-28T04:00:00+00:00,1970-01-01T00:00:00+00:00,902240,GEORGIA AVE NW and  ALLISON ST NW,38.945061,-77.026337,397716.9,141907.71,Ward 4,{A1F731E5-5AF0-4167-88D3-87EE81FE65DA},GEORGIA AVENUE NW AND ALLISON STREET NW,100.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135930,167470003,27101976,16179429,2016-10-22T01:52:32+00:00,12081512,0.0,1.56,3664.0,4135.0,2016-10-21T04:00:00+00:00,1970-01-01T00:00:00+00:00,452,6201 BANKS PLACE NE,38.889745,-76.913367,407516.006,135770.824,Ward 7,{1442B94D-190F-416F-A83C-56D1DCB2CD76},7 61ST STREET NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13081512,SOUTHERN AVE SE,0.78,Northeast,,1970-01-01T00:00:00+00:00,38.889745,-76.913367,407607.38,135995.36,80ccf7aaecbeb3ed49ff3c6a391e41b2,70fbe62ca3933b7109257c22a38c2c6d,0,0,0,0,POINT Z (-76.91338205491306 38.88976269315597 0),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135935,167470008,27102006,16179437,2016-10-22T02:28:50+00:00,13081512,5923.35,7.25,7810.0,8674.0,2016-10-21T04:00:00+00:00,1970-01-01T00:00:00+00:00,145778,3900 SOUTHERN AVENUE SE,38.862027,-76.949071,404425.146,132686.009,Ward 7,{3B16ADD0-9994-4166-A12A-5749753B0D62},3900 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13083522,SUITLAND TER SE,11.68,Northeast,,1970-01-01T00:00:00+00:00,38.862027,-76.949071,404413.54,132707.36,ec6132d57bd5fdda64286f7cc95678f3,ec6132d57bd5fdda64286f7cc95678f3,0,0,2,0,POINT Z (-76.94901528222437 38.86198778634637 0),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135941,167470014,27102034,16179457,2016-10-22T03:04:10+00:00,0,0.0,17.17,9354.0,14460.0,2016-10-21T04:00:00+00:00,1970-01-01T00:00:00+00:00,298630,2765 NAYLOR ROAD SE,38.851772,-76.96193,403294.392,131560.243,Ward 8,{73040308-C9F6-4B07-B34A-6175353F00E1},3111 NAYLOR ROAD SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Not Available,0.0,East,,1970-01-01T00:00:00+00:00,38.851772,-76.96193,402781.22,132180.44,f33575654e48f558e5a4e7daa91d447b,f33575654e48f558e5a4e7daa91d447b,0,0,0,0,POINT Z (-76.96194109709106 38.85193430954855 0),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135950,167470023,27102077,16179452,2016-10-22T04:46:42+00:00,12031982,1740.14,28.68,6286.0,6674.0,2016-10-21T04:00:00+00:00,1970-01-01T00:00:00+00:00,82912,"SHERIFF ROAD NE & EASTERN AVENUE NE
",38.903762,-76.923764,406616.437,137324.635,Ward 7,{CA2B70FE-B84F-4809-916C-FB90AEFFE359},960 DIVISION AVENUE NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12029642,DIVISION AVE NE,8.46,Southeast,,1970-01-01T00:00:00+00:00,38.903762,-76.923764,406626.96,137351.93,993a4b2eecca598e7ad4b9dd352b0e22,f3e77c1302769cdcb628a013d7403043,0,0,0,1,POINT Z (-76.92353214204961 38.90395222078051 0),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
